user_id,y_true,predicted_probability,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,top_driver_4,top_driver_4_shap,top_driver_5,top_driver_5_shap
U004919,1,0.9701941609382629,numeric__days_since_last_session,3.194713592529297,numeric__watch_time_last_30d,0.7636523246765137,numeric__feature_usage_score,0.5146194696426392,numeric__sessions_last_30d,0.42964500188827515,numeric__content_diversity_score,0.3719823658466339
U004100,0,0.31528353691101074,numeric__sessions_last_30d,0.4354570806026459,numeric__active_days_last_30d,0.3947444558143616,numeric__watchlist_additions_per_session,-0.38535624742507935,numeric__watchlist_additions_last_30d,-0.294097900390625,numeric__days_since_last_session,0.27175021171569824
U006731,0,0.001217733952216804,numeric__watch_time_last_30d,-2.6290369033813477,numeric__sessions_last_30d,-0.8479629158973694,numeric__watchlist_additions_last_30d,-0.5705665946006775,numeric__days_since_last_session,0.47998693585395813,numeric__completion_rate,-0.35011759400367737
U002443,0,0.00029950952739454806,numeric__watch_time_last_30d,-2.445641279220581,numeric__completion_rate,-0.9697014689445496,numeric__skip_rate,-0.7690241932868958,numeric__sessions_last_30d,-0.6221044063568115,numeric__active_days_last_30d,-0.5579075217247009
U001564,0,0.0005600223084911704,numeric__watch_time_last_30d,-2.46273136138916,numeric__completion_rate,-0.8781090974807739,numeric__active_days_last_30d,-0.5612835884094238,numeric__days_since_last_session,-0.5478683710098267,numeric__sessions_last_30d,-0.5004497766494751
U006989,0,0.066135473549366,numeric__completion_rate,-0.578914999961853,numeric__skip_rate,-0.5552533864974976,numeric__days_since_last_session,0.30453503131866455,numeric__watchlist_additions_per_session,0.2710159420967102,numeric__active_days_last_30d,-0.2668437957763672
U008488,0,0.0016346874181181192,numeric__watch_time_last_30d,-2.3498408794403076,numeric__completion_rate,-1.1280303001403809,numeric__days_since_last_session,-0.49240952730178833,numeric__sessions_last_30d,-0.4443834125995636,numeric__skip_rate,-0.342808336019516
U003002,0,0.0024626159574836493,numeric__watch_time_last_30d,-2.5340583324432373,numeric__sessions_last_30d,-0.44915640354156494,numeric__completion_rate,-0.4075941741466522,numeric__search_activity_last_30d,-0.2910826802253723,numeric__feature_usage_score,0.22854238748550415
U006007,0,0.0872291624546051,numeric__content_diversity_score,0.736360490322113,numeric__days_since_last_session,-0.5212831497192383,numeric__sessions_last_30d,-0.48716557025909424,numeric__watch_time_last_30d,-0.31623587012290955,numeric__completion_rate,-0.24156375229358673
U000927,0,0.8690789341926575,numeric__watch_time_last_30d,0.9892614483833313,numeric__days_since_last_session,0.9766848087310791,numeric__sessions_last_30d,0.6411922574043274,numeric__completion_rate,0.32442909479141235,numeric__watchlist_additions_per_session,0.20951569080352783
U005170,0,0.0010150030720978975,numeric__watch_time_last_30d,-2.3733010292053223,numeric__completion_rate,-0.6720103025436401,numeric__sessions_last_30d,-0.48258721828460693,numeric__active_days_last_30d,-0.40508919954299927,numeric__search_activity_last_30d,-0.3396063446998596
U008613,0,0.04163617640733719,numeric__watch_time_last_30d,-0.8450709581375122,numeric__sessions_last_30d,-0.7304331064224243,numeric__feature_usage_score,0.5638132691383362,numeric__watchlist_additions_last_30d,-0.2590391933917999,numeric__completion_rate,0.20480312407016754
U000089,0,0.005149514880031347,numeric__days_since_last_session,-0.5788394212722778,numeric__active_days_last_30d,-0.5500141382217407,numeric__watch_time_last_30d,-0.5442638397216797,numeric__completion_rate,-0.4778484106063843,numeric__sessions_last_30d,-0.39148885011672974
U002293,0,0.0011572333751246333,numeric__watch_time_last_30d,-2.4279932975769043,numeric__active_days_last_30d,-0.5600090622901917,numeric__days_since_last_session,-0.5556166172027588,numeric__sessions_last_30d,-0.5433565974235535,numeric__completion_rate,-0.2834331691265106
U008266,0,0.11745239794254303,numeric__days_since_last_session,-0.6984427571296692,numeric__completion_rate,-0.4505697190761566,numeric__watch_time_last_30d,0.4241417348384857,numeric__feature_usage_score,0.3622831106185913,numeric__sessions_last_30d,0.3014589548110962
U006606,0,0.05292615294456482,numeric__sessions_last_30d,-0.3636188805103302,numeric__tenure_days,-0.33260783553123474,numeric__feature_usage_score,-0.2990639805793762,numeric__content_diversity_score,0.28880614042282104,numeric__skip_rate,-0.22978878021240234
U005229,0,0.005611491855233908,numeric__completion_rate,-1.2372111082077026,numeric__days_since_last_session,-0.619407057762146,numeric__skip_rate,-0.5496758818626404,numeric__content_diversity_score,-0.3809466063976288,numeric__watch_time_last_30d,-0.35587814450263977
U009112,0,0.00216040201485157,numeric__watch_time_last_30d,-2.6423158645629883,numeric__sessions_last_30d,-0.6535059809684753,numeric__feature_usage_score,-0.506260871887207,numeric__days_since_last_session,-0.36662837862968445,numeric__avg_session_duration_min,0.3614109456539154
U005944,1,0.9478936791419983,numeric__watch_time_last_30d,1.6789182424545288,numeric__days_since_last_session,1.2887687683105469,numeric__sessions_last_30d,0.7588725090026855,numeric__content_diversity_score,0.3787992298603058,numeric__watchlist_additions_per_session,-0.2789556682109833
U005092,0,0.00028167289565317333,numeric__watch_time_last_30d,-2.419968843460083,numeric__completion_rate,-0.9342278242111206,numeric__sessions_last_30d,-0.7168755531311035,numeric__days_since_last_session,-0.5649228096008301,numeric__tenure_days,0.4649335741996765
U006199,0,0.0002633344556670636,numeric__watch_time_last_30d,-2.3776662349700928,numeric__content_diversity_score,-1.0867066383361816,numeric__completion_rate,-0.8122477531433105,numeric__sessions_last_30d,-0.6043725609779358,numeric__skip_rate,-0.5210127234458923
U007251,0,0.00013554365432355553,numeric__watch_time_last_30d,-2.456146717071533,numeric__content_diversity_score,-0.9993534088134766,numeric__completion_rate,-0.926628828048706,numeric__sessions_last_30d,-0.587889552116394,numeric__days_since_last_session,-0.486627995967865
U000634,0,0.00010339186701457947,numeric__watch_time_last_30d,-2.4534451961517334,numeric__content_diversity_score,-1.0200178623199463,numeric__completion_rate,-0.9865524172782898,numeric__skip_rate,-0.7779579758644104,numeric__sessions_last_30d,-0.5740487575531006
U006002,1,0.2329949140548706,numeric__sessions_last_30d,-0.4876096546649933,numeric__watch_time_last_30d,-0.4846397638320923,numeric__skip_rate,0.47100457549095154,numeric__avg_session_duration_min,0.4414835274219513,numeric__days_since_last_session,0.28024420142173767
U007153,0,0.0028396982233971357,numeric__sessions_last_30d,-0.6987693905830383,numeric__completion_rate,-0.6712982654571533,numeric__days_since_last_session,-0.5726472735404968,numeric__watch_time_last_30d,-0.5128506422042847,numeric__skip_rate,-0.42165011167526245
U001805,0,0.3990168571472168,numeric__avg_session_duration_min,0.6415276527404785,numeric__completion_rate,0.39018580317497253,numeric__tenure_days,0.38223138451576233,numeric__skip_rate,0.28397247195243835,numeric__feature_usage_score,-0.21657896041870117
U004274,1,0.42401137948036194,numeric__watch_time_last_30d,0.4679972231388092,numeric__days_since_last_session,-0.42811253666877747,categorical__plan_student,0.2488837093114853,numeric__watch_time_per_active_day,0.2423519790172577,numeric__active_days_last_30d,0.23945003747940063
U003036,0,0.0021731145679950714,numeric__completion_rate,-1.092443585395813,numeric__watch_time_last_30d,-0.5647479295730591,numeric__sessions_last_30d,-0.5293551683425903,numeric__active_days_last_30d,-0.4891244173049927,numeric__feature_usage_score,-0.4761498272418976
U007933,0,0.15620984137058258,numeric__watch_time_last_30d,0.8485116362571716,numeric__days_since_last_session,-0.5269627571105957,numeric__sessions_last_30d,-0.4348108768463135,numeric__completion_rate,0.18948575854301453,numeric__feature_usage_score,-0.14746110141277313
U007415,0,0.21860887110233307,numeric__content_diversity_score,0.7060755491256714,numeric__sessions_last_30d,-0.5732966661453247,numeric__watch_time_last_30d,-0.3682747185230255,numeric__feature_usage_score,0.35264432430267334,numeric__days_since_last_session,-0.21135492622852325
U003190,0,0.6166409850120544,numeric__watch_time_last_30d,0.9004258513450623,numeric__sessions_last_30d,0.6157747507095337,numeric__tenure_days,0.5631504058837891,numeric__days_since_last_session,-0.5236274003982544,numeric__watchlist_additions_per_session,0.2677561342716217
U002202,0,0.00020001252414658666,numeric__watch_time_last_30d,-2.448375701904297,numeric__content_diversity_score,-0.988278329372406,numeric__completion_rate,-0.9561854600906372,numeric__sessions_last_30d,-0.5025307536125183,numeric__days_since_last_session,-0.44292259216308594
U000327,1,0.9113901257514954,numeric__watch_time_last_30d,1.2827469110488892,numeric__sessions_last_30d,0.7460084557533264,numeric__watch_time_per_active_day,0.4173446595668793,numeric__feature_usage_score,0.33447861671447754,numeric__skip_rate,-0.2602125108242035
U002897,0,0.00027194322319701314,numeric__watch_time_last_30d,-2.3408725261688232,numeric__content_diversity_score,-0.9567716717720032,numeric__completion_rate,-0.5731799006462097,numeric__sessions_last_30d,-0.5640161633491516,numeric__watchlist_additions_last_30d,-0.5088232755661011
U005466,0,0.002067249035462737,numeric__watch_time_last_30d,-1.1167742013931274,numeric__completion_rate,-0.8401094079017639,numeric__sessions_last_30d,-0.7179743051528931,numeric__days_since_last_session,-0.5114656686782837,numeric__tenure_days,0.4677271842956543
U005676,0,0.027471410110592842,numeric__watch_time_last_30d,-0.6569496393203735,numeric__sessions_last_30d,-0.5263755917549133,numeric__completion_rate,-0.3931472599506378,numeric__content_diversity_score,-0.2859269976615906,numeric__active_days_last_30d,0.1707461178302765
U000794,0,0.044050708413124084,numeric__sessions_last_30d,-0.680334746837616,numeric__watchlist_additions_last_30d,-0.3417603373527527,numeric__skip_rate,-0.2377484291791916,numeric__avg_session_duration_min,-0.22102950513362885,numeric__active_days_last_30d,-0.21934077143669128
U000436,1,0.5237740278244019,numeric__watch_time_last_30d,0.8458153605461121,numeric__completion_rate,0.39937111735343933,numeric__sessions_last_30d,0.3421761691570282,numeric__days_since_last_session,-0.20722456276416779,numeric__content_diversity_score,0.19943220913410187
U001782,1,0.7784102559089661,numeric__completion_rate,0.7287272810935974,numeric__days_since_last_session,0.666985809803009,numeric__content_diversity_score,0.624725341796875,numeric__skip_rate,0.5234804153442383,numeric__watchlist_additions_last_30d,-0.33036795258522034
U006480,0,0.054682664573192596,numeric__active_days_last_30d,-0.5779746174812317,numeric__sessions_last_30d,-0.5755854845046997,numeric__completion_rate,-0.37882113456726074,numeric__days_since_last_session,0.3417961597442627,numeric__skip_rate,-0.2622738182544708
U004732,1,0.17551514506340027,numeric__watch_time_last_30d,0.7925796508789062,numeric__completion_rate,-0.7286807298660278,numeric__sessions_last_30d,0.3475445508956909,numeric__feature_usage_score,-0.24304015934467316,numeric__skip_rate,-0.230193629860878
U004616,0,0.00011401176743675023,numeric__watch_time_last_30d,-2.4364373683929443,numeric__content_diversity_score,-0.9723438024520874,numeric__completion_rate,-0.905748724937439,numeric__skip_rate,-0.711459219455719,numeric__sessions_last_30d,-0.5556622743606567
U002868,0,0.010006492026150227,numeric__sessions_last_30d,-0.6706127524375916,numeric__watch_time_last_30d,-0.5512530207633972,numeric__days_since_last_session,-0.47092652320861816,numeric__active_days_last_30d,-0.2804192900657654,numeric__feature_usage_score,-0.24044205248355865
U001347,0,0.06748998165130615,numeric__completion_rate,-0.4981294274330139,numeric__feature_usage_score,-0.24690715968608856,numeric__watchlist_additions_last_30d,0.20429816842079163,numeric__watch_time_last_30d,0.2022983282804489,numeric__watchlist_additions_per_session,0.1908939629793167
U008459,0,0.005116330459713936,numeric__completion_rate,-0.9273810386657715,numeric__skip_rate,-0.7202257513999939,numeric__search_activity_last_30d,-0.4431942403316498,numeric__sessions_last_30d,-0.3924309015274048,numeric__days_since_last_session,-0.30314281582832336
U008888,0,0.26659834384918213,numeric__sessions_last_30d,-0.6577969193458557,numeric__feature_usage_score,0.5558377504348755,numeric__completion_rate,0.3422642648220062,numeric__watch_time_last_30d,0.3308810293674469,numeric__active_days_last_30d,-0.315863698720932
U008533,0,0.05739396810531616,numeric__sessions_last_30d,-0.5429369211196899,numeric__watch_time_last_30d,-0.49603506922721863,numeric__completion_rate,0.4047972559928894,numeric__days_since_last_session,-0.4015498161315918,numeric__skip_rate,0.22177793085575104
U007788,0,0.06738677620887756,numeric__sessions_last_30d,-0.8553239107131958,numeric__tenure_days,-0.4349430501461029,numeric__feature_usage_score,0.31131526827812195,numeric__days_since_last_session,0.1978868693113327,numeric__skip_rate,-0.16123811900615692
U002920,0,0.046002984046936035,numeric__watch_time_last_30d,0.9672262668609619,numeric__completion_rate,-0.8860816359519958,numeric__days_since_last_session,-0.6606647372245789,numeric__sessions_last_30d,0.46221551299095154,numeric__watchlist_additions_per_session,-0.3359670341014862
U002948,0,0.012638757936656475,numeric__completion_rate,-1.842960000038147,numeric__skip_rate,-0.7794633507728577,numeric__sessions_last_30d,0.4901765286922455,numeric__days_since_last_session,-0.44581252336502075,numeric__watchlist_additions_per_session,-0.35386645793914795
U002801,0,0.5508047938346863,numeric__watch_time_last_30d,0.7148405313491821,numeric__sessions_last_30d,0.657103955745697,numeric__feature_usage_score,-0.3725321292877197,numeric__content_diversity_score,0.31623563170433044,numeric__completion_rate,0.20338843762874603
U005421,0,0.0002989495114888996,numeric__watch_time_last_30d,-1.2395286560058594,numeric__completion_rate,-1.033542513847351,numeric__skip_rate,-0.7974637150764465,numeric__content_diversity_score,-0.5710715651512146,numeric__sessions_last_30d,-0.4407999813556671
U000556,0,0.012597404420375824,numeric__watch_time_last_30d,-2.6614952087402344,numeric__content_diversity_score,0.6237693428993225,numeric__sessions_last_30d,-0.5151126980781555,numeric__days_since_last_session,-0.4998304843902588,numeric__skip_rate,0.47424620389938354
U004368,1,0.84348464012146,numeric__days_since_last_session,2.2130985260009766,numeric__sessions_last_30d,0.4386539161205292,numeric__watch_time_last_30d,0.3873177170753479,numeric__completion_rate,0.242764413356781,numeric__feature_usage_score,-0.2131974697113037
U004130,0,0.0002305199159309268,numeric__watch_time_last_30d,-2.533493995666504,numeric__content_diversity_score,-1.0359746217727661,numeric__completion_rate,-0.7990777492523193,numeric__tenure_days,0.5825015902519226,numeric__sessions_last_30d,-0.49958106875419617
U009197,0,0.002900773659348488,numeric__watch_time_last_30d,-0.7731937766075134,numeric__sessions_last_30d,-0.7318223118782043,numeric__days_since_last_session,-0.4948453903198242,numeric__skip_rate,-0.4732671082019806,numeric__completion_rate,-0.3381555378437042
U000308,0,0.0016979000065475702,numeric__content_diversity_score,-1.1118119955062866,numeric__watch_time_last_30d,-1.055399775505066,numeric__sessions_last_30d,-0.6485977172851562,numeric__feature_usage_score,-0.5900329351425171,numeric__days_since_last_session,-0.5082614421844482
U004737,0,0.0014839909272268414,numeric__watch_time_last_30d,-2.5667459964752197,numeric__completion_rate,-0.9476177096366882,numeric__sessions_last_30d,-0.6013006567955017,numeric__active_days_last_30d,-0.5023379325866699,numeric__days_since_last_session,-0.4224746525287628
U003353,0,8.373188757104799e-05,numeric__watch_time_last_30d,-2.390049695968628,numeric__completion_rate,-1.0072044134140015,numeric__content_diversity_score,-0.9518327713012695,numeric__skip_rate,-0.6520491242408752,numeric__sessions_last_30d,-0.5875416994094849
U007155,0,0.0001948131393874064,numeric__watch_time_last_30d,-2.485740900039673,numeric__completion_rate,-0.9737051725387573,numeric__sessions_last_30d,-0.6012678742408752,numeric__skip_rate,-0.5160411596298218,numeric__watchlist_additions_last_30d,-0.5097124576568604
U008446,0,0.25449252128601074,numeric__days_since_last_session,-0.7647976279258728,numeric__completion_rate,0.5619326233863831,numeric__feature_usage_score,0.27179399132728577,numeric__active_days_last_30d,-0.2654780447483063,numeric__skip_rate,0.257387638092041
U006774,0,0.001909006154164672,numeric__watch_time_last_30d,-2.4878315925598145,numeric__sessions_last_30d,-0.7560086846351624,numeric__completion_rate,-0.48231637477874756,numeric__days_since_last_session,-0.27388671040534973,numeric__tenure_days,0.25123363733291626
U004202,0,0.0007818465237505734,numeric__watch_time_last_30d,-2.4325478076934814,numeric__content_diversity_score,-0.9437888860702515,numeric__sessions_last_30d,-0.5538029670715332,numeric__active_days_last_30d,-0.45401519536972046,numeric__search_activity_last_30d,-0.3972005248069763
U003692,0,0.0021314145997166634,numeric__content_diversity_score,-1.0398496389389038,numeric__watch_time_last_30d,-0.9037912487983704,numeric__completion_rate,-0.5377430319786072,numeric__days_since_last_session,-0.5038325786590576,numeric__watchlist_additions_last_30d,-0.43396881222724915
U003650,0,0.006731327157467604,numeric__completion_rate,-1.0679513216018677,numeric__skip_rate,-0.6330707669258118,numeric__days_since_last_session,-0.5793700218200684,numeric__search_activity_last_30d,-0.4527381956577301,numeric__content_diversity_score,-0.346042275428772
U009798,0,0.8830805420875549,numeric__completion_rate,1.2410413026809692,numeric__watch_time_last_30d,1.2171640396118164,numeric__skip_rate,0.6908276677131653,numeric__days_since_last_session,-0.5234421491622925,numeric__sessions_last_30d,0.49867406487464905
U004235,0,0.0025593743193894625,numeric__content_diversity_score,-1.1557213068008423,numeric__completion_rate,-1.0673919916152954,numeric__skip_rate,-0.5366448760032654,numeric__watch_time_last_30d,-0.5221760869026184,numeric__tenure_days,0.40166154503822327
U001650,0,0.2432318776845932,numeric__sessions_last_30d,0.6355544924736023,numeric__completion_rate,-0.37080714106559753,numeric__days_since_last_session,0.36643362045288086,numeric__skip_rate,-0.24602842330932617,numeric__content_diversity_score,-0.2183893322944641
U006784,1,0.2348577231168747,numeric__completion_rate,0.5741834044456482,numeric__days_since_last_session,-0.4837527871131897,numeric__sessions_last_30d,0.4251043200492859,numeric__feature_usage_score,-0.24492546916007996,numeric__skip_rate,0.23997433483600616
U000390,0,0.14507146179676056,numeric__days_since_last_session,-0.7341561913490295,numeric__watch_time_last_30d,0.34586796164512634,numeric__active_days_last_30d,-0.27099770307540894,numeric__content_diversity_score,0.2576036751270294,numeric__sessions_last_30d,0.19193683564662933
U007932,0,0.20852917432785034,numeric__watchlist_additions_last_30d,-0.47947776317596436,numeric__days_since_last_session,-0.47022056579589844,numeric__sessions_last_30d,0.4534621834754944,numeric__watch_time_last_30d,0.30780425667762756,numeric__completion_rate,0.2508344054222107
U006900,0,0.002977115334942937,numeric__content_diversity_score,-1.1192891597747803,numeric__watch_time_last_30d,-1.0556915998458862,numeric__completion_rate,-0.9487648010253906,numeric__sessions_last_30d,-0.6894785165786743,numeric__tenure_days,0.5273889899253845
U007404,1,0.4505775570869446,numeric__completion_rate,0.47053372859954834,numeric__days_since_last_session,-0.3820655345916748,numeric__active_days_last_30d,0.2964942157268524,numeric__watch_time_per_active_day,0.257487952709198,numeric__watch_time_last_30d,0.18904028832912445
U002064,0,0.0004479710478335619,numeric__watch_time_last_30d,-2.5608701705932617,numeric__completion_rate,-1.0492933988571167,numeric__sessions_last_30d,-0.6234062314033508,numeric__feature_usage_score,-0.5347869992256165,numeric__active_days_last_30d,-0.4978545308113098
U004109,0,0.00637053931131959,numeric__sessions_last_30d,-0.800693690776825,numeric__days_since_last_session,-0.5607415437698364,numeric__watch_time_last_30d,-0.4923657476902008,numeric__completion_rate,-0.4326227903366089,numeric__skip_rate,-0.4143329858779907
U008103,0,0.1746981292963028,numeric__sessions_last_30d,-0.6676632165908813,numeric__completion_rate,0.6477706432342529,numeric__skip_rate,0.43518200516700745,numeric__active_days_last_30d,-0.302522212266922,numeric__watchlist_additions_per_session,0.19644665718078613
U007862,0,0.0027098595164716244,numeric__watch_time_last_30d,-2.4444005489349365,numeric__completion_rate,-0.7547943592071533,numeric__sessions_last_30d,-0.443572074174881,numeric__active_days_last_30d,-0.435901403427124,numeric__watchlist_additions_last_30d,-0.3556743264198303
U001491,0,0.11423651874065399,numeric__watch_time_last_30d,-0.6326706409454346,numeric__days_since_last_session,-0.2418222278356552,numeric__searches_per_session,0.19363181293010712,numeric__avg_session_duration_min,0.19238804280757904,categorical__plan_student,0.15917819738388062
U000859,0,0.0005039145471528172,numeric__watch_time_last_30d,-2.5891623497009277,numeric__completion_rate,-0.749086320400238,numeric__skip_rate,-0.6314501166343689,numeric__sessions_last_30d,-0.5021076202392578,numeric__days_since_last_session,-0.49414587020874023
U004270,0,0.0002531220961827785,numeric__watch_time_last_30d,-2.4636926651000977,numeric__content_diversity_score,-0.9432032108306885,numeric__completion_rate,-0.6762190461158752,numeric__sessions_last_30d,-0.5806663036346436,numeric__active_days_last_30d,-0.4077473282814026
U003874,0,0.00022786854242440313,numeric__watch_time_last_30d,-2.3907630443573,numeric__completion_rate,-1.1120809316635132,numeric__sessions_last_30d,-0.5595170855522156,numeric__watchlist_additions_last_30d,-0.5138798356056213,numeric__skip_rate,-0.49825701117515564
U001600,0,0.0001881539064925164,numeric__watch_time_last_30d,-2.449598789215088,numeric__completion_rate,-1.0033812522888184,numeric__content_diversity_score,-0.9899560809135437,numeric__sessions_last_30d,-0.5917413830757141,numeric__days_since_last_session,-0.5511157512664795
U004383,0,0.7760507464408875,numeric__completion_rate,0.9089095592498779,numeric__watch_time_last_30d,0.7752456068992615,numeric__skip_rate,0.6350889205932617,numeric__content_diversity_score,0.4335334002971649,numeric__sessions_last_30d,0.2820298671722412
U006337,0,0.007744957227259874,numeric__sessions_last_30d,-0.6992433071136475,numeric__completion_rate,-0.6360921263694763,numeric__watchlist_additions_last_30d,-0.39068660140037537,numeric__search_activity_last_30d,-0.3450135290622711,numeric__watch_time_last_30d,-0.2834697961807251
U009127,0,0.0431026965379715,numeric__days_since_last_session,-0.6876747012138367,numeric__watch_time_last_30d,-0.6012902855873108,numeric__sessions_last_30d,-0.40390607714653015,numeric__skip_rate,0.3962659239768982,numeric__completion_rate,0.37829136848449707
U002130,0,0.0010260825511068106,numeric__watch_time_last_30d,-2.4568448066711426,numeric__active_days_last_30d,-0.600063681602478,numeric__completion_rate,-0.5525747537612915,numeric__days_since_last_session,-0.5338448882102966,numeric__sessions_last_30d,-0.529914379119873
U002234,0,0.018339430913329124,numeric__completion_rate,-0.6978957653045654,numeric__days_since_last_session,-0.48719531297683716,numeric__watchlist_additions_last_30d,-0.3639589846134186,numeric__sessions_last_30d,-0.31345289945602417,numeric__watch_time_last_30d,0.298755943775177
U005173,0,0.0009893063688650727,numeric__watch_time_last_30d,-1.113415241241455,numeric__completion_rate,-0.9789826273918152,numeric__sessions_last_30d,-0.716998279094696,numeric__skip_rate,-0.5793710947036743,numeric__watchlist_additions_last_30d,-0.4913231432437897
U006377,0,0.0061497739516198635,numeric__watch_time_last_30d,-0.8480798602104187,numeric__completion_rate,-0.610489010810852,numeric__search_activity_last_30d,-0.5585694909095764,numeric__days_since_last_session,-0.3964042663574219,numeric__sessions_last_30d,-0.3812573254108429
U009704,0,0.00016809790395200253,numeric__watch_time_last_30d,-2.3488457202911377,numeric__content_diversity_score,-0.9919898509979248,numeric__completion_rate,-0.8297279477119446,numeric__skip_rate,-0.7111597061157227,numeric__sessions_last_30d,-0.5359913110733032
U000831,0,0.002678785938769579,numeric__completion_rate,-1.2958368062973022,numeric__skip_rate,-0.9420990347862244,numeric__days_since_last_session,-0.5906374454498291,numeric__search_activity_last_30d,-0.4566604495048523,numeric__watchlist_additions_last_30d,-0.3192879557609558
U005371,0,8.163561869878322e-05,numeric__watch_time_last_30d,-2.4063801765441895,numeric__completion_rate,-0.9875261783599854,numeric__content_diversity_score,-0.9451251029968262,numeric__skip_rate,-0.7083262801170349,numeric__sessions_last_30d,-0.5882990956306458
U001379,0,0.0014549043262377381,numeric__completion_rate,-1.216966986656189,numeric__skip_rate,-0.823072075843811,numeric__watch_time_last_30d,-0.7242952585220337,numeric__search_activity_last_30d,-0.5134579539299011,numeric__days_since_last_session,-0.3878927528858185
