user_id,y_true,predicted_probability,predicted_label_050,model_name,split,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,plan,num_services,risk_tier,estimated_monthly_value,revenue_at_risk,priority_score,driver_category,recommended_playbook
U003935,1,0.9101729393005372,1,xgboost,test,numeric__days_since_last_session,2.6791369915008545,numeric__completion_rate,0.5824217796325684,numeric__skip_rate,0.2862872779369354,family,4,critical,22,20.02380466461182,20.02380466461182,consumption_quality,commercial_retention_offer
U003768,1,0.9466035962104796,1,xgboost,test,numeric__days_since_last_session,2.650437116622925,numeric__watch_time_last_30d,0.4655594825744629,numeric__sessions_last_30d,0.3835919499397278,family,3,critical,21,19.87867552042007,19.87867552042007,engagement_decline,commercial_retention_offer
U006812,0,0.946228802204132,1,xgboost,test,numeric__days_since_last_session,2.1502790451049805,numeric__watch_time_last_30d,0.8944732546806335,numeric__feature_usage_score,0.593113362789154,family,3,critical,21,19.87080484628677,19.87080484628677,engagement_decline,commercial_retention_offer
U007054,0,0.7849438190460205,1,xgboost,test,numeric__days_since_last_session,2.3739752769470215,numeric__sessions_last_30d,-0.5943235158920288,numeric__feature_usage_score,0.4984271824359894,premium,3,critical,25,19.623595476150513,19.623595476150513,engagement_decline,commercial_retention_offer
U001065,0,0.8137032985687256,1,xgboost,test,numeric__days_since_last_session,1.234115719795227,numeric__watch_time_last_30d,0.5544414520263672,numeric__completion_rate,0.4022864401340484,premium,2,critical,24,19.528879165649414,19.528879165649414,engagement_decline,commercial_retention_offer
U002029,1,0.9678988456726074,1,xgboost,test,numeric__days_since_last_session,3.1742563247680664,numeric__watch_time_last_30d,0.697914719581604,numeric__sessions_last_30d,0.5639265775680542,family,2,critical,20,19.35797691345215,19.35797691345215,engagement_decline,commercial_retention_offer
U007807,1,0.8409643173217773,1,xgboost,test,numeric__days_since_last_session,1.038201928138733,numeric__completion_rate,0.7905043959617615,numeric__watch_time_last_30d,0.4750060737133026,premium,1,critical,23,19.34217929840088,19.34217929840088,engagement_decline,commercial_retention_offer
U009774,1,0.9168827533721924,1,xgboost,test,numeric__days_since_last_session,1.6425215005874634,numeric__watch_time_last_30d,0.930477499961853,numeric__completion_rate,0.7280421257019043,family,3,critical,21,19.25453782081604,19.25453782081604,engagement_decline,commercial_retention_offer
U001025,1,0.7393551468849182,1,xgboost,test,numeric__days_since_last_session,0.6469362378120422,numeric__completion_rate,0.4039178192615509,numeric__content_diversity_score,0.3221891522407532,premium,4,critical,26,19.223233819007874,19.223233819007874,consumption_quality,commercial_retention_offer
U009990,1,0.7674222588539124,1,xgboost,test,numeric__watch_time_last_30d,0.7370297312736511,numeric__sessions_last_30d,0.6984328031539917,numeric__content_diversity_score,0.453965961933136,premium,3,critical,25,19.18555647134781,19.18555647134781,engagement_decline,commercial_retention_offer
U000576,1,0.7916344404220581,1,xgboost,test,numeric__completion_rate,0.88482266664505,numeric__watch_time_last_30d,0.7259868383407593,numeric__skip_rate,0.607129693031311,premium,2,critical,24,18.999226570129395,18.999226570129395,consumption_quality,commercial_retention_offer
U006832,0,0.947469174861908,1,xgboost,test,numeric__days_since_last_session,2.4255897998809814,numeric__watch_time_last_30d,0.8663962483406067,numeric__sessions_last_30d,0.7655269503593445,family,2,critical,20,18.94938349723816,18.94938349723816,engagement_decline,commercial_retention_offer
U006546,0,0.7534028887748718,1,xgboost,test,numeric__sessions_last_30d,0.7024608254432678,numeric__watch_time_last_30d,0.6978421211242676,numeric__days_since_last_session,0.5520050525665283,premium,3,critical,25,18.835072219371796,18.835072219371796,engagement_decline,commercial_retention_offer
U005569,0,0.7494260668754578,1,xgboost,test,numeric__watch_time_last_30d,0.7625781297683716,numeric__days_since_last_session,0.545235276222229,numeric__sessions_last_30d,0.5438886284828186,premium,3,critical,25,18.735651671886444,18.735651671886444,engagement_decline,commercial_retention_offer
U008020,1,0.8895941972732544,1,xgboost,test,numeric__watch_time_last_30d,1.492497801780701,numeric__completion_rate,0.7429893612861633,numeric__sessions_last_30d,0.6345731019973755,family,3,critical,21,18.681478142738342,18.681478142738342,engagement_decline,commercial_retention_offer
U006764,0,0.9134253263473512,1,xgboost,test,numeric__days_since_last_session,1.1646684408187866,numeric__watch_time_last_30d,1.0880582332611084,numeric__completion_rate,0.5144432783126831,family,2,critical,20,18.268506526947025,18.268506526947025,engagement_decline,commercial_retention_offer
U002898,1,0.8597851395606995,1,xgboost,test,numeric__days_since_last_session,2.4712650775909424,numeric__watch_time_last_30d,0.4415374994277954,numeric__tenure_days,-0.3176949918270111,family,3,critical,21,18.05548793077469,18.05548793077469,engagement_decline,commercial_retention_offer
U008379,1,0.938549816608429,1,xgboost,test,numeric__completion_rate,1.2793169021606443,numeric__skip_rate,1.0222575664520264,numeric__content_diversity_score,0.6354040503501892,family,1,critical,19,17.83244651556015,17.83244651556015,consumption_quality,engagement_quality_recovery
U001666,1,0.8098766803741455,1,xgboost,test,numeric__watch_time_last_30d,1.087262511253357,numeric__completion_rate,0.6983305215835571,numeric__sessions_last_30d,0.6494678854942322,family,4,critical,22,17.8172869682312,17.8172869682312,engagement_decline,commercial_retention_offer
U004022,1,0.877723217010498,1,xgboost,test,numeric__days_since_last_session,3.147427797317505,numeric__content_diversity_score,0.5452451705932617,numeric__watch_time_last_30d,-0.4942074120044708,family,2,critical,20,17.55446434020996,17.55446434020996,engagement_decline,commercial_retention_offer
U002896,0,0.6831455230712891,1,xgboost,test,numeric__completion_rate,0.9193387627601624,numeric__watch_time_last_30d,0.705503523349762,numeric__sessions_last_30d,0.6773134469985962,premium,3,high,25,17.078638076782227,17.078638076782227,engagement_decline,re_engagement_nudge
U008077,0,0.682086706161499,1,xgboost,test,numeric__days_since_last_session,1.04178786277771,numeric__sessions_last_30d,0.7706624865531921,numeric__watch_time_last_30d,0.5191892981529236,premium,3,high,25,17.052167654037476,17.052167654037476,engagement_decline,re_engagement_nudge
U005071,0,0.699789822101593,1,xgboost,test,numeric__completion_rate,1.2245413064956665,numeric__skip_rate,0.770946204662323,numeric__days_since_last_session,-0.5166017413139343,premium,2,high,24,16.794955730438232,16.794955730438232,consumption_quality,engagement_quality_recovery
U001465,1,0.7925254702568054,1,xgboost,test,numeric__watch_time_last_30d,0.8394492268562317,numeric__completion_rate,0.7978181838989258,numeric__skip_rate,0.7158628106117249,family,3,critical,21,16.643034875392914,16.643034875392914,consumption_quality,commercial_retention_offer
U008509,1,0.8294118046760559,1,xgboost,test,numeric__completion_rate,1.237548589706421,numeric__skip_rate,1.001064419746399,numeric__content_diversity_score,0.3819693922996521,family,2,critical,20,16.588236093521118,16.588236093521118,consumption_quality,commercial_retention_offer
U005628,1,0.8292540311813354,1,xgboost,test,numeric__days_since_last_session,1.2246028184890747,numeric__sessions_last_30d,0.5846962928771973,numeric__watch_time_last_30d,0.4839927852153778,family,2,critical,20,16.58508062362671,16.58508062362671,engagement_decline,commercial_retention_offer
U006023,0,0.8278211355209351,1,xgboost,test,numeric__days_since_last_session,2.6469428539276123,numeric__watch_time_last_30d,-0.4878921210765838,numeric__content_diversity_score,0.393826961517334,family,2,critical,20,16.5564227104187,16.5564227104187,engagement_decline,commercial_retention_offer
U000927,0,0.8690789341926575,1,xgboost,test,numeric__watch_time_last_30d,0.9892614483833312,numeric__days_since_last_session,0.9766848087310792,numeric__sessions_last_30d,0.6411922574043274,family,1,critical,19,16.512499749660492,16.512499749660492,engagement_decline,re_engagement_nudge
U001996,0,0.6853966116905212,1,xgboost,test,numeric__completion_rate,0.95756596326828,numeric__content_diversity_score,0.3820145726203918,numeric__days_since_last_session,-0.3780541121959686,premium,2,high,24,16.44951868057251,16.44951868057251,consumption_quality,engagement_quality_recovery
U002491,1,0.8129129409790039,1,xgboost,test,numeric__days_since_last_session,1.5964453220367432,numeric__watch_time_last_30d,1.0879956483840942,numeric__sessions_last_30d,0.6949756741523743,family,2,critical,20,16.258258819580078,16.258258819580078,engagement_decline,commercial_retention_offer
U003426,1,0.6770222783088684,1,xgboost,test,numeric__sessions_last_30d,0.7866899371147156,numeric__days_since_last_session,0.7858693599700928,numeric__watch_time_last_30d,0.6328082084655762,premium,2,high,24,16.248534679412842,16.248534679412842,engagement_decline,re_engagement_nudge
U000294,0,0.6761051416397095,1,xgboost,test,numeric__completion_rate,0.970233917236328,numeric__content_diversity_score,0.8093240261077881,numeric__skip_rate,0.7646939158439636,premium,2,high,24,16.226523399353027,16.226523399353027,consumption_quality,engagement_quality_recovery
U009697,1,0.6230650544166565,1,xgboost,test,numeric__completion_rate,0.727833092212677,numeric__skip_rate,0.6579396724700928,numeric__watch_time_last_30d,0.3842834234237671,premium,4,high,26,16.19969141483307,16.19969141483307,consumption_quality,engagement_quality_recovery
U006992,1,0.8475115299224854,1,xgboost,test,numeric__days_since_last_session,2.5222458839416504,numeric__content_diversity_score,0.4015829563140869,numeric__watch_time_last_30d,0.3881912529468536,family,1,critical,19,16.10271906852722,16.10271906852722,engagement_decline,re_engagement_nudge
U002490,0,0.7248950004577637,1,xgboost,test,numeric__days_since_last_session,1.1294677257537842,numeric__completion_rate,0.3337219953536987,numeric__watch_time_last_30d,0.3287476897239685,family,4,critical,22,15.9476900100708,15.9476900100708,engagement_decline,commercial_retention_offer
U009656,1,0.6374928951263428,1,xgboost,test,numeric__days_since_last_session,1.202207088470459,numeric__content_diversity_score,0.5159029364585876,numeric__tenure_days,-0.331656664609909,premium,3,high,25,15.93732237815857,15.93732237815857,discovery_weakness,content_discovery_boost
U005652,1,0.637017548084259,1,xgboost,test,numeric__watch_time_last_30d,1.282329797744751,numeric__completion_rate,-0.6974325776100159,numeric__days_since_last_session,-0.6709828972816467,premium,3,high,25,15.925438702106476,15.925438702106476,engagement_decline,re_engagement_nudge
U002243,1,0.744519829750061,1,xgboost,test,numeric__watch_time_last_30d,0.6901550889015198,numeric__sessions_last_30d,0.6423007249832153,numeric__days_since_last_session,0.6167393326759338,family,3,critical,21,15.634916424751282,15.634916424751282,engagement_decline,commercial_retention_offer
U005032,1,0.822746753692627,1,xgboost,test,numeric__watch_time_last_30d,0.7865127921104431,numeric__sessions_last_30d,0.6250107884407043,numeric__active_days_last_30d,0.3928185403347015,family,1,critical,19,15.632188320159912,15.632188320159912,engagement_decline,re_engagement_nudge
U004482,0,0.5988576412200928,1,xgboost,test,numeric__days_since_last_session,1.2868419885635376,numeric__watch_time_last_30d,0.6843453645706177,numeric__sessions_last_30d,0.3480073809623718,premium,4,high,26,15.570298671722412,15.570298671722412,engagement_decline,re_engagement_nudge
U001094,1,0.6430009007453918,1,xgboost,test,numeric__completion_rate,0.8806087374687195,numeric__skip_rate,0.648962676525116,numeric__content_diversity_score,0.4130403399467468,premium,2,high,24,15.432021617889404,15.432021617889404,consumption_quality,engagement_quality_recovery
U000271,0,0.7277551293373108,1,xgboost,test,numeric__completion_rate,0.8705902695655823,numeric__skip_rate,0.6472964882850647,numeric__content_diversity_score,0.3931558728218078,family,3,critical,21,15.282857716083527,15.282857716083527,consumption_quality,commercial_retention_offer
U003619,0,0.7634499073028564,1,xgboost,test,numeric__days_since_last_session,2.5290606021881104,numeric__watch_time_last_30d,0.7307857275009155,numeric__completion_rate,-0.4398939311504364,family,2,critical,20,15.268998146057129,15.268998146057129,engagement_decline,commercial_retention_offer
U001520,0,0.6319047808647156,1,xgboost,test,numeric__days_since_last_session,1.218175172805786,numeric__skip_rate,0.8632506728172302,numeric__watch_time_last_30d,-0.8002744913101196,premium,2,high,24,15.165714740753174,15.165714740753174,engagement_decline,re_engagement_nudge
U008179,1,0.71847003698349,1,xgboost,test,numeric__watch_time_last_30d,1.4155937433242798,numeric__days_since_last_session,1.0277360677719116,numeric__sessions_last_30d,0.7014306783676147,family,3,critical,21,15.08787077665329,15.08787077665329,engagement_decline,commercial_retention_offer
U009091,0,0.6026285886764526,1,xgboost,test,numeric__days_since_last_session,2.49967622756958,numeric__completion_rate,-0.6200311183929443,numeric__skip_rate,-0.3322444558143616,premium,3,high,25,15.065714716911316,15.065714716911316,consumption_quality,engagement_quality_recovery
U007057,1,0.7492984533309937,1,xgboost,test,numeric__days_since_last_session,0.7007883787155151,numeric__skip_rate,0.6833919286727905,numeric__sessions_last_30d,0.5511135458946228,family,2,critical,20,14.985969066619873,14.985969066619873,engagement_decline,commercial_retention_offer
U005190,1,0.9325186014175416,1,xgboost,test,numeric__days_since_last_session,2.2847301959991455,numeric__watch_time_last_30d,0.7881693840026855,numeric__sessions_last_30d,0.6524649262428284,individual,4,critical,16,14.920297622680666,14.920297622680666,engagement_decline,re_engagement_nudge
U004272,0,0.7102359533309937,1,xgboost,test,numeric__completion_rate,0.6515154838562012,numeric__watch_time_last_30d,0.6475794911384583,numeric__sessions_last_30d,0.5466302633285522,family,3,critical,21,14.914955019950867,14.914955019950867,engagement_decline,commercial_retention_offer
U009510,0,0.7427899241447449,1,xgboost,test,numeric__completion_rate,1.1137086153030396,numeric__watch_time_last_30d,0.8214733004570007,numeric__content_diversity_score,0.6882718205451965,family,2,critical,20,14.855798482894897,14.855798482894897,consumption_quality,commercial_retention_offer
U005175,1,0.6175152659416199,1,xgboost,test,numeric__watch_time_last_30d,1.3103731870651243,numeric__sessions_last_30d,0.5884591937065125,numeric__completion_rate,0.4640550017356872,premium,2,high,24,14.820366382598877,14.820366382598877,engagement_decline,re_engagement_nudge
U005286,1,0.7047811150550842,1,xgboost,test,numeric__watch_time_last_30d,0.9174869656562804,numeric__sessions_last_30d,0.7301361560821533,numeric__content_diversity_score,0.4959617257118225,family,3,critical,21,14.800403416156769,14.800403416156769,engagement_decline,commercial_retention_offer
U004383,0,0.7760507464408875,1,xgboost,test,numeric__completion_rate,0.908909559249878,numeric__watch_time_last_30d,0.7752456068992615,numeric__skip_rate,0.6350889205932617,family,1,critical,19,14.744964182376862,14.744964182376862,consumption_quality,engagement_quality_recovery
U001290,1,0.9182944893836976,1,xgboost,test,numeric__days_since_last_session,2.090108633041382,numeric__skip_rate,0.5843478441238403,numeric__completion_rate,0.4760812520980835,individual,4,critical,16,14.692711830139162,14.692711830139162,consumption_quality,engagement_quality_recovery
U009505,0,0.6349508166313171,1,xgboost,test,numeric__skip_rate,0.5230157971382141,numeric__sessions_last_30d,0.4398742318153381,numeric__watch_time_last_30d,0.4017360806465149,premium,1,high,23,14.603868782520294,14.603868782520294,engagement_decline,re_engagement_nudge
U006653,1,0.7119688391685486,1,xgboost,test,numeric__days_since_last_session,2.4612231254577637,numeric__watch_time_last_30d,0.9349064230918884,numeric__completion_rate,-0.5738036632537842,family,2,critical,20,14.239376783370972,14.239376783370972,engagement_decline,commercial_retention_offer
U004687,1,0.9479973912239076,1,xgboost,test,numeric__days_since_last_session,2.0038177967071533,numeric__watch_time_last_30d,0.80882328748703,numeric__sessions_last_30d,0.5622280240058899,individual,3,critical,15,14.219960868358614,14.219960868358614,engagement_decline,re_engagement_nudge
U003417,1,0.7102554440498352,1,xgboost,test,numeric__days_since_last_session,1.6275779008865356,numeric__content_diversity_score,0.4167158007621765,numeric__skip_rate,0.3267285227775574,family,2,critical,20,14.205108880996704,14.205108880996704,consumption_quality,commercial_retention_offer
U003190,0,0.6166409850120544,1,xgboost,test,numeric__watch_time_last_30d,0.9004258513450623,numeric__sessions_last_30d,0.6157747507095337,numeric__tenure_days,0.5631504058837891,premium,1,high,23,14.182742655277252,14.182742655277252,engagement_decline,re_engagement_nudge
U007416,0,0.5666483044624329,1,xgboost,test,numeric__days_since_last_session,0.6933394074440002,numeric__watch_time_last_30d,0.661972165107727,numeric__sessions_last_30d,0.3749022483825683,premium,3,high,25,14.166207611560822,14.166207611560822,engagement_decline,re_engagement_nudge
U005826,1,0.7072961926460266,1,xgboost,test,numeric__days_since_last_session,0.9969506859779358,numeric__skip_rate,0.5965108871459961,numeric__completion_rate,0.4510779082775116,family,2,critical,20,14.145923852920532,14.145923852920532,consumption_quality,commercial_retention_offer
U006156,1,0.9392521977424622,1,xgboost,test,numeric__days_since_last_session,1.969875693321228,numeric__watch_time_last_30d,0.6693609356880188,numeric__skip_rate,0.6599417328834534,individual,3,critical,15,14.088782966136932,14.088782966136932,engagement_decline,re_engagement_nudge
U007182,1,0.7388253808021545,1,xgboost,test,numeric__skip_rate,0.6185817718505859,numeric__completion_rate,0.5940804481506348,numeric__content_diversity_score,0.5308417081832886,family,1,critical,19,14.037682235240936,14.037682235240936,consumption_quality,engagement_quality_recovery
U008990,1,0.7003490328788757,1,xgboost,test,numeric__watch_time_last_30d,0.8845934271812439,numeric__sessions_last_30d,0.555191159248352,numeric__days_since_last_session,-0.5344897508621216,family,2,critical,20,14.006980657577515,14.006980657577515,engagement_decline,commercial_retention_offer
U006210,1,0.6999258995056152,1,xgboost,test,numeric__watch_time_last_30d,0.8523421287536621,numeric__sessions_last_30d,0.6852236986160278,numeric__feature_usage_score,-0.3290249705314636,family,2,high,20,13.998517990112305,13.998517990112305,engagement_decline,re_engagement_nudge
U008756,1,0.9873754978179932,1,xgboost,test,numeric__days_since_last_session,2.8851492404937744,numeric__watch_time_last_30d,0.748751163482666,numeric__completion_rate,0.7166317701339722,individual,2,critical,14,13.823256969451904,13.823256969451904,engagement_decline,re_engagement_nudge
U007680,1,0.6875557899475098,1,xgboost,test,numeric__days_since_last_session,0.8797886371612549,numeric__completion_rate,0.4911046922206878,numeric__sessions_last_30d,0.3399103581905365,family,2,high,20,13.751115798950195,13.751115798950195,engagement_decline,re_engagement_nudge
U007167,1,0.5690928101539612,1,xgboost,test,numeric__completion_rate,1.0115422010421753,numeric__skip_rate,0.6349246501922607,numeric__content_diversity_score,0.6236929297447205,premium,2,high,24,13.658227443695068,13.658227443695068,consumption_quality,engagement_quality_recovery
U008939,1,0.90667462348938,1,xgboost,test,numeric__days_since_last_session,1.957808017730713,numeric__watch_time_last_30d,0.9327898025512696,numeric__sessions_last_30d,0.6937347650527954,individual,3,critical,15,13.6001193523407,13.6001193523407,engagement_decline,re_engagement_nudge
U003074,1,0.9029565453529358,1,xgboost,test,numeric__completion_rate,1.0402532815933228,numeric__watch_time_last_30d,0.9089280366897584,numeric__skip_rate,0.6376360058784485,individual,3,critical,15,13.544348180294037,13.544348180294037,consumption_quality,engagement_quality_recovery
U008953,0,0.5612984895706177,1,xgboost,test,numeric__watch_time_last_30d,0.6066213846206665,numeric__sessions_last_30d,0.411572515964508,numeric__content_diversity_score,0.3893402516841888,premium,2,high,24,13.471163749694824,13.471163749694824,engagement_decline,re_engagement_nudge
U009965,0,0.7036109566688538,1,xgboost,test,numeric__days_since_last_session,1.2530057430267334,numeric__avg_session_duration_min,0.3942019343376159,numeric__sessions_last_30d,0.3731276988983154,family,1,critical,19,13.368608176708221,13.368608176708221,engagement_decline,re_engagement_nudge
U004019,0,0.885712206363678,1,xgboost,test,numeric__watch_time_last_30d,1.158799648284912,numeric__completion_rate,0.8845676183700562,numeric__content_diversity_score,0.4733970463275909,individual,3,critical,15,13.28568309545517,13.28568309545517,consumption_quality,engagement_quality_recovery
U000183,1,0.6298568248748779,1,xgboost,test,numeric__days_since_last_session,2.311339855194092,numeric__watch_time_last_30d,0.6469236016273499,numeric__content_diversity_score,0.3901192247867584,family,3,high,21,13.226993322372437,13.226993322372437,engagement_decline,re_engagement_nudge
U009871,0,0.5984451770782471,1,xgboost,test,numeric__sessions_last_30d,0.6826289892196655,numeric__watch_time_last_30d,0.5174748301506042,numeric__days_since_last_session,0.2657563388347626,family,4,high,22,13.165793895721436,13.165793895721436,engagement_decline,re_engagement_nudge
U003584,1,0.938226282596588,1,xgboost,test,numeric__watch_time_last_30d,1.2941564321517944,numeric__sessions_last_30d,0.5738829374313354,numeric__completion_rate,0.5173129439353943,individual,2,critical,14,13.135167956352232,13.135167956352232,engagement_decline,re_engagement_nudge
U009404,0,0.8184862732887268,1,xgboost,test,numeric__watch_time_last_30d,0.866782546043396,numeric__sessions_last_30d,0.6021397113800049,numeric__completion_rate,0.564819872379303,individual,4,critical,16,13.095780372619629,13.095780372619629,engagement_decline,re_engagement_nudge
U001510,1,0.8643440008163452,1,xgboost,test,numeric__watch_time_last_30d,1.3131308555603027,numeric__sessions_last_30d,0.6017910242080688,numeric__avg_session_duration_min,0.4526714384555816,individual,3,critical,15,12.965160012245178,12.965160012245178,engagement_decline,re_engagement_nudge
U009978,1,0.647368848323822,1,xgboost,test,numeric__watch_time_last_30d,1.3008188009262085,numeric__completion_rate,0.778963565826416,numeric__sessions_last_30d,0.5446543097496033,family,2,high,20,12.94737696647644,12.94737696647644,engagement_decline,re_engagement_nudge
U008777,1,0.6116845607757568,1,xgboost,test,numeric__completion_rate,0.9064516425132751,numeric__skip_rate,0.6400362253189087,numeric__avg_session_duration_min,0.5320175290107727,family,3,high,21,12.845375776290894,12.845375776290894,consumption_quality,engagement_quality_recovery
U002240,0,0.9021977782249452,1,xgboost,test,numeric__watch_time_last_30d,0.7300741076469421,numeric__sessions_last_30d,0.6181104779243469,numeric__completion_rate,0.5803529024124146,individual,2,critical,14,12.630768895149233,12.630768895149233,engagement_decline,re_engagement_nudge
U005028,1,0.6279750466346741,1,xgboost,test,numeric__watch_time_last_30d,0.810499906539917,numeric__completion_rate,0.6689719557762146,numeric__skip_rate,0.3345640897750854,family,2,high,20,12.559500932693481,12.559500932693481,consumption_quality,engagement_quality_recovery
U008197,1,0.9544398188591005,1,xgboost,test,numeric__watch_time_last_30d,1.392957091331482,numeric__days_since_last_session,0.8269551396369934,numeric__sessions_last_30d,0.5766986608505249,individual,1,critical,13,12.407717645168306,12.407717645168306,engagement_decline,re_engagement_nudge
U004370,0,0.6188549995422363,1,xgboost,test,numeric__skip_rate,0.7002565264701843,numeric__completion_rate,0.5823681354522705,numeric__content_diversity_score,0.3608462810516357,family,2,high,20,12.377099990844727,12.377099990844727,consumption_quality,engagement_quality_recovery
U009328,1,0.8838943243026733,1,xgboost,test,numeric__skip_rate,0.900334894657135,numeric__completion_rate,0.7883956432342529,numeric__watch_time_last_30d,0.4971911609172821,individual,2,critical,14,12.374520540237427,12.374520540237427,consumption_quality,engagement_quality_recovery
U000748,1,0.8834298253059387,1,xgboost,test,numeric__watch_time_last_30d,1.006320595741272,numeric__completion_rate,0.7212609648704529,numeric__sessions_last_30d,0.5984915494918823,individual,2,critical,14,12.368017554283142,12.368017554283142,engagement_decline,re_engagement_nudge
U006046,0,0.8801077604293823,1,xgboost,test,numeric__watch_time_last_30d,1.4724795818328855,numeric__days_since_last_session,0.8444322347640991,numeric__skip_rate,0.5140513181686401,individual,2,critical,14,12.321508646011353,12.321508646011353,engagement_decline,re_engagement_nudge
U009757,1,0.879787802696228,1,xgboost,test,numeric__days_since_last_session,0.9941726922988892,numeric__skip_rate,0.940763533115387,numeric__completion_rate,0.7769176363945007,individual,2,critical,14,12.317029237747192,12.317029237747192,consumption_quality,engagement_quality_recovery
